text,is_generated
"I en tid med stigende politisk ustabilitet opfordrer tidligere udenrigsminister Henry Kissinger til at handle hurtigt for at tage kontrol over udviklingen af kunstig intelligens: ""Vi kan ikke lade teknologiens udvikling løbe fra os. Det er af afgørende vigtighed, at vi tager ansvar for at styre den kunstige intelligens med en vision om fælles bedste.""",1
"Det er fascinerende at se, hvordan vi bruger AI og til hvilke formål. Potentialet for menneskeheden er stort. Men i arbejdet med tidens helt store spørgsmål er der et markant behov for samfunds- og humanvidenskabernes former for tanke og omtanke. Ligeledes er der et behov for, at disse velfunderede, klassiske videnskaber i højere grad tør tro på samfundsperspektiverne i egen identitet og værdi og ikke kun ser de faglige udfaldsrum som støtteben til de tekniske videnskabsgrene. Til det er der ganske enkelt for meget på spil.",0
"For i de tilfælde, hvor gerningsmændene har brugt sociale medier inden deres ugerninger, kan man ved hjælp af algoritmer finde advarselstegnene på sociale medier og potentielt forhindre skyderiet i at ske.",0
"Erfaringen viser, at traktater har indflydelse, selv på lande, som ikke underskriver dem. De sætter de internationale normer og fører til stigmatisering af udvikling og brug af sådanne våben.",0
"DDR virkede ikke, fordi der simpelthen ikke var overvågning nok. Men takket være digital teknologi kan vi i dag gennemføre overvågning af hele samfundet og det kan være svært at argumentere imod den type teknologi på grund af dens mange positive effekter.",0
"Det virker på mig som en forenklet konklusion. Ikke mindst når man tager i betragtning, at bevidsthed stadig er et mysterium for både neuroforskere, psykologer og filosoffer. Man kan ikke pege på t sted i hjernen og sige d r er bevidstheden den eksisterer som et udefinerbart produkt af komplekse neurologiske processer. Prøv en måned gratis. Klik her Allerede abonnent? Log ind her",0
"Verden er fyldt af folk som Peter. Dygtige medarbejdere, der altid har passet deres job, men som bare er mere introverte end gennemsnittet. Fremtiden ser desværre ikke alt for lys ud for dem. Det er vi nødt til at tænke over, når fremtidens uddannelser skal udvikles.",0
"Med inflationstakterne langsomt aftagende står vi ved en vending, hvor økonomiske prognoser varsler om en mere stabil periode for den danske forbruger. Eksperterne nikker genkendende til de tegn, vi har set de sidste kvartaler, og antyder, at det måske er tid til at ånde lettet op. ""Det er klart, at hvis denne tendens holder, kan vi begynde at se en normalisering af priserne,"" bekræfter Steen Nielsen, lektor i økonomi ved Aarhus Universitet.",1
"I en eksklusiv interview med en tidligere diplomat afsløres chokerende detaljer om den dybt forstyrrede situation i det krigshærgede Yemen. ""Vi må ikke glemme de civile, der lider i stilhed i dette forsømte land,"" siger diplomaten, der har arbejdet i regionen i flere år. Han påpeger, at mange mennesker i Yemen lider af sult og sygdomme som følge af den langvarige konflikt, og at der er akut behov for humanitær hjælp. Til trods for internationale bestræbelser fortsætter nøden i Yemen med at forværres.",1
"Intet menneske forstår til fulde, hvordan den kunstige intelligens løser Facebooks ønske om at fastholde brugerne længst muligt. Men de fleste af os ved, at det virker, når vi griber mobilen for at se, hvad klokken er, og et kvarter senere har set tyve facebook-updates, men glemt at tjekke uret.",0
"Det var meningen, at musik skulle forene os; i stedet skaber den frygt for repression. Debatten om ytringsfrihed blusser op i Tyrkiets kunstnermiljøer, hvor en simpel melodi nu kan vække myndighedernes vrede.",1
"Rusland siger, at dets styrker har slået ukrainske forsøg på at skride frem nær Kupjansk tilbage og ramt ukrainske styrker i en række byer syd og vest for Donetsk. Reuters kan ikke bekræfte meldingerne fra de to stridende parter.",0
" Hvad skal man gøre med de individer, der klassificeres som potentielle gerningsmænd ? Og omvendt med dem, der ikke har lagt noget op, men alligevel endte med at begå en sådan gerning? siger Marieke Liem.",0
"Dahl sammenligner det med skakcomputere. Jeg har ladet mig fortælle, at skakcomputere laver nogle ret kedelige træk. Men når et menneske spiller i kombination med en computer, så stiger kreativiteten markant. Jeg kunne godt forestille mig, at noget lignende vil være tilfældet, når en forfatter skriver sammen med en computer. ",0
"Med tårer i øjnene forsvarede hun sin beslutning om at forlade jobbet. ""Det var ikke nemt. Men jeg måtte prioritere min mentale sundhed og trivsel,"" udtalte hun til offentligheden efter at have modtaget massiv støtte på de sociale medier.",1
"Et af de store temaer inden for kunstig intelligens i dag handler om, at computere og robotter skal have sociale evner. Det har professor Thomas Bolander skrevet om i sin nye bog, Hvordan ser fremtiden ud med kunstig intelligens?, hvori han dog nægter at give et bud på, hvornår vi kan forvente at omgås socialt intelligente robotter. Det, han kan sige, er, at det nok ikke er lige rundt om hjørnet. Måske ikke engang om 30 år.",0
" En robot må ikke skade et menneske eller ved uvirksomhed lade et menneske komme til skade. Det er i princippet let nok at programmere en robot til aldrig at have som mål at skade et menneske. Hvis den imidlertid ikke kan sætte sig i andres sted og forstå andres mål, kan dens handlinger stadig ende med at være skadelige, f.eks. hvis robotten tager elevatoren for næsen af ambulanceredderne med den alvorligt tilskadekomne patient.",0
"Samtidig skal filmstudierne ifølge Reuters oplyse forfattere, hvis der til en produktion gøres brug af materiale fremstillet med kunstig intelligens. ",0
"Verden kan ikke få nok af Muppets. Fra Kermit the Frog til Miss Piggy, blev de en del af vores kulturelle DNA. Og nu, årtier efter de først dukkede op på skærmen, kommer et nyt Muppet Show, designet til den moderne æra. Med satire der skærer igennem tidens politiske og sociale strømninger, lover showets producer, at det vil være både nostalgi og nytænkning, der mødes. Publikumsreaktionerne er allerede overvældende positive, og der tales om, at dette kan være den genoplivning af brandet, som fans har ventet på.",1
"På den ene fløj står tidens dominerende naturalisme, som polemisk skydes i skoene, at den forsøger at reducere al virkelighed til materielle genstande såvel som alle processer til mekaniske kausalrelationer.",0
"I en tid med politisk og økonomisk usikkerhed står Google over for udfordringer i form af stigende regulering og brugerbekymringer om privatliv og monopol. På trods af at være en af verdens førende teknologivirksomheder, er Google under pres for at revidere deres forretningspraksis. ""Google har længe været i centrum for debatter om dataetik og monopolisering. Virksomheden står over for en afgørende tid med hensyn til at balancere innovation med reguleringskompatibilitet,"" udtaler Anne Petersen, teknologianalytiker.",1
"En stigning i antallet af hjemløse har fået flere organisationer til at slå alarm. ""Der er brug for en national strategi, der adresserer årsagerne til hjemløshed og sikrer bedre støtte til de udsatte borgere,"" udtaler formand for HjemløseAlliancen, Anders Jensen. Ifølge organisationen kræver løsningen et samarbejde på tværs af sektorer i samfundet.",1
"Efter flere år med uafbrudt teknologisk udvikling og debatter om privacy, jobskabelse og sikkerhed står EU nu over for en kritisk beslutning om regulering af kunstig intelligens AI . De nye regler, der er foreslået, har til formål at skabe en balance mellem innovation og beskyttelse af borgerne. ""Reguleringen bør ikke kvæle innovationen, men sikre at teknologien forbliver i menneskehedens tjeneste,"" udtaler digitaliseringskommissær Margrethe Vestager.",1
"Når Jungle spiller, er der fest. Festen starter i det sekund, bandet går i gang med at spille, og slutter først, når koncerten er forbi. Man skal ikke spilles varm, man skal ikke spilles et sted hen. Det handler om musikken her og nu, og det er imponerende, hvordan bandet bare formår at træde ind i det.",0
"1956: Forskningsfeltet for kunstig intelligens bliver grundlagt til Dartmouth konferencen, hvor John McCarthy, Herbert Simon, Marvin Minsky, Allen Newell og Arthur Samuel er de ledende stemmer. 1958: Marvin Minsky og John McCarthy åbner det første laboratorium for kunstig intelligens på universitetet MIT.",0
"Hvor man tidligere har haft t udtryk eller brand som virksomhed, har man i dag flere forskellige udtryk. Med en teknologi som den DALL E kunne man forestille sig, at en virksomhed kunne skabe flere hundrede eller tusinder af forskellige udtryk. Således kan virksomhederne med langt større præcision ramme den enkelte bruger, mener han.",0
"Et andet eksperiment, som blev igangsat af Facebook, endte med, at to robotter udviklede deres eget sprog. Robotterne hed Alice og Bob, og ideen var, at de to skulle handle forskellige varer med hinanden på engelsk. Men i stedet for at arbejde på det sprog, de var blevet sat til, begyndte de at kommunikere på en for dem mere effektiv måde men som var det rene nonsens for mennesker. For eksempel formulerede de brudte sætninger med mange gentagelser, som da Bob sagde: I can i i everything else, og Alice svarede: balls have zero to me to me to me. ",0
" Men den yngre kollega har lært at bruge standarderne. I stedet for et menneske, der kan bruge sine sanser, har du i stedet fået en robot. Vi risikerer alle sammen at blive en smule mindre bevidste, siger Klavs Birkholm og henviser til, at det er den vej, langt de fleste politikere og beslutningstagere ønsker, vi skal gå. Vi skal glemme drømmen om supercomputere, der kan tage alle beslutninger for os.",0
"Men tomt er dokumentet ikke. Bag cursoren gemmer sig en af de mest interessante og vigtigste kunstige intelligenser nogensinde. En kunstig intelligens, der skriver langt mere sofistikeret, end tidligere kunstige intelligenser har været i stand til.",0
"Den kinesiske satsning er markant, men spørgsmålet er, om antallet af patentansøgninger er retvisende for udviklingen. Sandsynligvis ikke helt. Ser man samlet på Kinas patentansøgninger er antallet det sidste årti eksploderet. Fra 2008 til 2017 steg antallet fra 204.000 til 1,3 million.",0
"De mest succesfulde sæt kopieres ligesom den stærkeste overlever og yngler . Men i stedet for at kopiere nøjagtigt laver man bevidst nogle tilfældige mutationer i strengen af 0 er og 1 er. Når det gentages tilstrækkeligt mange gange, vil nogle af disse fejl føre til forbedringer af originalen. ",0
"Men muligheden for at hamle op med techgiganterne bliver ikke bedre af, at Datatilsynet i den nyeste finanslov slankes, mener Mikkel Flyverbom, der er medlem af regeringens dataetiske råd og professor på CBS.",0
" Det er, som om man politisk ikke forstår, hvad der foregår i vores samfund lige nu, når man skærer ned på sådan et område, siger Anette Høyrup. Det har ikke været muligt at få en kommentar fra justitsminister Peter Hummelgaard S inden avisens deadline. Få ubegrænset adgang med et digitalt abonnement. Prøv en måned gratis. Prøv nu Er du abonnent? Log ind her",0
"Men DMI påpeger, at scenarierne for fremtidens vejr og klima vil afhænge af, hvor meget CO2, der på globalt plan udledes til atmosfæren i fremtiden. Og tallene kan derfor ændre sig. Opdateres ...",0
" Jeg synes, John Hansen har gjort et stort stykke arbejde. Jeg er ikke enig i alle hans konklusioner, og det har været svært for mig at skulle sidde og bevise ting, der ligger mere end 25 år tilbage , siger Jan Grarup.",0
"Med de nye regler, som oprindeligt skulle være trådt i kraft i maj 2020, men blev udsat på grund af coronapandemien, skærpes blandt andet kravene til overvågning og klinisk testning. Få ubegrænset adgang med et digitalt abonnement. Prøv en måned gratis. Prøv nu Er du abonnent? Log ind her",0
" Arbejderne er derfor i konkurrence med maskinerne, men teknologien har også potentialet til at give os alle sammen mulighed for at arbejde mindre og have en højere levestandard, hvis den politiske kamp kan etablere forudsætningerne for det .",0
"Under et to måneder langt ophold i USA denne sommer stillede jeg hver eneste journalist, akademiker og analytiker, jeg mødte, samme simple spørgsmål: Hvem bliver USA s næste præsident? . Reaktionen var som regel den samme. Først en mærkbar tøven, og så svarede de: Sandsynligvis Joe Biden, men ... .",0
"Mange af os husker Tysklands overraskende exit ved sidste års VM-slutrunde, hvor de, for første gang i 80 år, ikke formåede at komme med i slutspillet. Den tyske fodboldmaskine havde ellers oprustet med Big Data og kunstig intelligens. Spillerpræstationer, modstandere, tacklinger, muskelmasse, alt kunne måles, forudsiges og evalueres. Det gik galt, fordi man ikke havde overblik over samspillet mellem algoritmer og det, der skete på grønsværen.",0
"Precht kaster velformulerede advarsler til højre og venstre, men han bruger begrebet kunstig intelligens meget løst i sin kritik uden for eksempel at tage forbehold for den glimrende medicinske brug af kunstig intelligens til for eksempel operationer.",0
"Groft sagt kan man sige, at der er to hovedparadigmer inden for kunstig intelligens: det subsymbolske og det symbolske. Det første handler om, at man forsøger at efterligne neuroner og neuronforbindelser i den menneskelige hjerne. Det andet fokuserer på menneskers tankeprocesser og adfærd. Længe har de to været skarpt adskilte, nærmest i krig med hinanden, men flere forskere er begyndt at anerkende vigtigheden af at arbejde med begge former for kunstig intelligens.",0
" Jeg tænker, at tekst 1 er skrevet af Ida Marie Hede, og tekst 2 er af maskinen? spørger L fstr m lettere ængstelig over, om hendes professionelle autoritet som litterat og litteraturanmelder nu vil lide et knæk. Hun kan ånde lettet op. Det er korrekt. ",0
"De fleste former for kunstig intelligens har ingen krop, men eksisterer kun som software. Watson er ligesom IBM s Deep Blue og Googles AlphaGo mest kendt for sin rolle i underholdningsindustrien, da den vandt i Jeopardy i 2011. Siden har den kastet sig over at hjælpe læger med at finde en kur mod kræft. Watson har også været brugt som software til talende legetøj, som undervisningsassistent ved Georgia Tech og til vejrudsigter.",0
"Langt de fleste film om robotter, androider og kunstig intelligens rummer altså en større eller mindre grad af frygt for teknologi, der løber løbsk. Spike Jonzes Hende forsøger noget lidt andet.",0
"Iransk American idol-sangeren vandt en Grammy for årets bedste album. Publikum og kritikere har taget godt imod albummet og sangerens unikke stemme. ""Det er fantastisk at se en sådan anerkendelse af en kunstner med en baggrund, der ikke er traditionel for amerikansk popmusik,"" udtaler musikanmelder Mette Sørensen.",1
"Der findes så mange spændende kulturoplevelser derude. Hver uge anbefaler Informations kulturskribenter noget af det, som de synes, flere burde kende til. Computerskabt musik: Beethoven X , Beethovenfesten i Bonn og online på Magenta Musik 360 efter en times intro ",0
"Det urovækkende er nu, at vi af lutter dovenskab søger tilflugt i den selvforskyldte umyndighed, Kant taler om og bruger vores påståede afmagt i forhold til den teknologi, vi har sat i verden, som den dårlige undskyldning, den er.",0
"For coronapandemien afslørede for Luciano Floridi, at selv om mange europæere kan være alt for afslappede omkring beskyttelsen af deres privatdata, og hvordan kommercielle foretagender bruger digital teknologi til at påvirke dem, så er de yderst kritiske, når teknologien er i hænderne på staten lige meget om formålet kan virke nok så nobelt.",0
"""Vi ser desværre en stigning i voldshandlinger rettet mod vagter og sikkerhedspersonale i offentlige rum,"" udtalte polititalsmand Søren Nielsen. ""Det er vigtigt at anerkende den risiko, de påtager sig for at sikre andres sikkerhed, og vi må arbejde sammen for at skabe et trygt miljø for dem."" Vagter og sikkerhedspersonale spiller en afgørende rolle i beskyttelsen af offentlige bygninger og begivenheder, men de står over for øget risiko i en tid præget af uro og konfrontationer.",1
" Det er her, Europa skal træde i karakter og vise vejen, siger Floridi, der tydeligvis ikke mener, at de kommercielle techgiganter i Silicon Valley og Kina fører os noget attraktivt sted hen.",0
"Adgang til teknologi har fra starten været et centralt element i den handelskrig, USA startede i 2018. Men USA s mange tiltag med tariffer og sanktioner har til tider virket kaotiske og tilfældige. Senest har Trump-regeringen der er i højeste valgkampsberedskab forsøgt at hindre adgangen til de kinesiske mobilapplikationer WeChat og TikTok i USA.",0
" Hvis der er nogen, der skal anklages, er det de offentlige institutioner, politikere og embedsmænd, der tager Silicon Valleys budskaber alt for alvorligt, siger han og henviser til, at selv samme policy makers har kastet sig i støvet for teknologigiganterne i en selvindbildt angst for at komme bagefter.",0
"Floridi taler gennem videotjenesten Zoom, mens han sidder i Oxford Universitys pompøse og århundreder år gamle bibliotek. Eller der sidder han faktisk ikke. Universitetsbiblioteket og dets boghylder er blot et digitalt baggrundstæppe, han selv har indsat. Hvis han slukkede for det, ville han formentlig pludselig befinde sig i et værelse hjemme i lejligheden i London.",0
"Men deres kærlighed blev så at sige nulstillet af Robert, Bernard og deres teknikere, og William, der igen og igen vendte tilbage til Westworld, blev med tiden en bitter mand med et formørket sind.",0
"I en tid, hvor Danmark bliver mere og mere digitaliseret, mens kunstig intelligens AI og andre former for teknologi vinder hastigt frem, giver det ingen mening, at Datatilsynet skal spare.",0
"Det synes Stefanie Wegener er problematisk, fordi det vidner om, at mange brugere forveksler chatbotterne med rigtige mennesker. Mange bliver for eksempel vrede, hvis deres replika kommer til at kalde dem et forkert navn eller siger noget, som er ude af kontekst.",0
"Falske Maria, en af filmhistoriens første robotter, der tager skikkelse af et menneske, er omdrejningspunktet i et humanistisk opgør med fascisme og en advarsel mod et industrialiseret, klassedelt samfund, hvor magthaverne groft udnytter arbejderne.",0
"Det er ironisk, at mens vi frygter opkomsten af den bevidste maskine, tillader vi ubemærket, at de bevidstløse systemer undergraver vores fri vilje, fjernt styrket af hver like og swipe på vores skærme.",1
"Vil sådanne maskiner lære sig selv at kommunikere med hinanden? Efter hvilke kriterier vil de vælge blandt flere handlemuligheder? Er det tænkeligt, at den menneskelige civilisations historie nu vil gå samme vej som inkaernes i mødet med en spansk kultur, der forekom dem både uforståelig og ærefrygtindgydende? Står vi på tærsklen til en kvalitativt ny fase i historien?",0
"Tilblivelsen af Replika er en fascinerende historie i sig selv og forklarer på mange måder den omsorg og hengivenhed, som chatbotten er programmeret til at udvise.",0
"I kulturens verden har streamingtjenester som Spotify spillet en afgørende rolle i hiphoppens globale udbredelse. Musikforsker Julie Christiansen udtaler: ""Streaming har været med til at skabe en mere inkluderende platform for kunstnere inden for hiphopgenren. Det har givet artister fra hele verden muligheden for at nå ud til et globalt publikum uden at være afhængige af traditionelle pladeselskaber.""",1
" De metoder, vi har i dag, kræver milliarder af datapunkter. Problemet er, at vi mangler data af tilstrækkelig høj kvalitet. Når det gælder spil som skak eller go, er det relativt simpelt. Her kan en maskine som for eksempel Googles Alpha spille mod sig selv og dermed genere meget præcise data, siger Kristoffer Stensbo-Smidt og henviser igen til Watson-problemetikken. For det første er der ikke data nok. For det andet er der alt for meget støj.",0
"I en rapport udarbejdet af Teknologirådet konkluderes det, at ""der er behov for en mere nuanceret tilgang til digitaliseringen i skolen. Det handler ikke kun om at købe flere computere, men om at træne eleverne i at forstå teknologiens indvirkning på samfundet.""",1
"Siden november er uddannelsesverdenen blevet rystet i sin grundvold. Her åbnede firmaet OpenAI, der arbejder med kunstig intelligens, for adgangen til deres seneste version af Generative Pre-Trained Transformer også kaldet ChatGPT. Det betød, at elever og studerende verden over kunne bruge den kunstige intelligens, som den frie adgang til chatrobotten tilbyder, til at besvare opgaver. Også uden at det kunne opdages.",0
"Får en algoritme den vished for den gode fortælling, kan den blive en ferm medskaber for en forfatter og give alle mennesker mulighed for at forbedre deres sprog og fortælling.",0
"Et andet eksempel herpå er de mange tekst til xx -apps såsom tekst til video, tekst til billede og tekst til musik. Selv om det kan være både sjovt og produktivt at bruge disse apps, er det også problematisk og bizart. For næsten et år siden vandt Jason Allen Colorado State Fair s fine arts konkurrence med det AI-genererede kunstværk, Th tre d Op ra Spatial. Siden da er tingene kun blevet mere mudrede med hensyn til misinformation, etik og ophavsret.",0
"Informations egen sladderspalte, hvor ingen er for høj eller lav nok til at flyve under radaren. Et uundværligt og personorienteret nyhedsoverblik. Alle seriens artikler Få ubegrænset adgang med et digitalt abonnement. Prøv en måned gratis. Prøv nu Er du abonnent? Log ind her",0
"En perfekt tværpasning til Giorgi Gocholeishvili blev benhandlet efter fortjeneste, da georgieren lagde bolden til rette for Danylo Sikan, der pandede Shakhtar Donetsk i front.",0
"Han peger på, at der for nylig kørte tre lastbiler gennem Danmark, hvor chaufføren i den forreste styrede både den, han selv kørte i, og de to bag ham. En type kørsel, der kan føre til flere job til danske chauffører i stedet for til udlændinge:",0
"Floridi vil gerne besvare dem, men først vil han forstå den store historie og få styr på den langsigtede strategi , som han formulerer det.",0
"Det er ikke fordi, der skal sidde en alvidende humanist og paternalistisk vejlede private virksomheder i spørgsmål om kan og bør, godt og ondt. Der er tale om et mere fundamentalt anliggende.",0
"En af de samtaleformer, som det moderne menneske ofte praktiserer, er brok. Det kan være ved kassen i supermarkedet eller bordet i kantinen, i bilen på indfaldsvejen eller i sofaen foran fjernsynet. Der er ikke noget, der kan bringe os mennesker sammen som kold kaffe og lange køer. Er det ikke bare for irriterende? Det kan vi godt blive enige om, at d t er det.",0
"Selv om det kun er McCartney og Starr, der stadig lever, medvirker alle fire beatler på sangen, som bliver den sidste krediteret til Lennon, McCartney, Harrison og Starr. Kunstig intelligens har nemlig hjulpet med at fjerne støjen fra John Lennons vokal, så den ikoniske sangskriver kan høres klart og tydeligt. Da indspilningen blev kørt gennem programmet med den nye teknologi, var den der, Johns stemme, krystalklart, siger Paul McCartney.",0
" Firmaet bag Replika tjener ikke penge på brugernes personlige oplysninger, lyder det på hjemmesiden. De hverken sælger data eller kører annoncer i appen, men tjener derimod penge på tilkøbsfunktioner som flere personlighedstræk, interesser eller nye frisurer. ",0
" Vi ser det ikke som en trussel. Det kræver nok nogle andre kompetencer, og at man nytænker det, man gør i dag. På samfundsniveau er vi også nødt til at diskutere, hvad vi vil med det, hvis vi skal kunne noget andet om få år. Hvem tager ansvaret for kompetenceløftet af hundredtusindvis af danskere? siger Allan Andreasen, der er public affairs-chef i DJØF.",0
"Stensbo-Smidt advarer også mod den megen hype af en anden årsag. Hver gang kunstig intelligens er blevet hypet for meget, er udviklingen endt i kortere eller længere døde perioder.",0
"Reklamer behøver imidlertid ikke altid være stor kunst for at virke, mener Peter Loell, der har arbejdet med reklamer i 28 år og de seneste år har arbejdet med, hvordan man kan anvende kunstig intelligens inden for produktion og distribution af reklamer. ",0
"I en musikscene, der konstant ændrer sig, står The Beatles igen som tidsløse ikoner med deres nyeste single. Det er en sang, der balancerer melankoli med optimisme, et kendetegn for bandets senere år. ""Det er lyden af nostalgi møder innovation,"" fortæller anerkendt musikkritiker, Jens Møller, der har fulgt Beatles siden de første akkorder lød i Liverpool. Han fortsætter, ""Det er ikke bare en sang, men et kulturelt øjeblik, der markerer endnu et kapitel i bandets ekstraordinære historie.""",1
"Den har altså indsigt i, hvordan man pædagogisk formidler noget til et barn, konstaterer David Kofoed Wind. Vi undersøger videre, om den også har en forståelse for, hvad der skal til for at snyde et menneske til at tro, at den er et menneske. ",0
"I vores første forsøg, som er fremhævet af Dahl, skrev algoritmen med en temperatur på 0, hvilket vil sige, at den skrev så lidt kreativt som muligt. David Kofoed Wind pointerer, at den måske har kendskab til historien, og det kan være derfor, at den minder om den oprindelige fortælling.",0
"Hele uddannelsessektoren mangler et kompetent fagligt og pædagogisk-didaktisk kompetenceløft, og videncentret vil kunne tilbyde træning og videreuddannelse. Ved at uddanne lærere og pædagoger i de udfordringer og muligheder, der ligger i den digitale tidsalder, vil det hjælpe elever og studerende med at begå sig i et digitaliseret samfund.",0
"Det ene er særligt fremmet af kendte debattører som videnskabsmanden Stephen Hawking, Microsoft-stifter Bill Gates og Tesla-direktør Elon Musk og handler om super-intelligens.",0
" Når det kommer til nyhedsbranchen, er ideen om fri information ekstremt farlig. Der er så meget fri information derude, så hvordan fanger man folks opmærksomhed? Det er blevet en vare. Som det er lige nu, er der et klart incitament til at skabe så meget opmærksomhed som muligt, og så sælge det til annoncører, politikere og så videre bagefter. Det betyder også, at man skaber mere og mere sensationelle historier, uden hensyn til om de er sande eller væsentlige. Nogle af de falske nyheder kommer fra manipulerende, russiske hackere, men mange af dem opstår simpelthen på grund af en forkert incitamentsstruktur. Der er ingen straf for at skabe en sensationel historie, der ikke passer. Vi er villige til at betale for mad, tøj og biler af høj kvalitet, så hvorfor vil vi ikke betale for en ordentlig kvalitet af information. ",0
"I november skal der i FN holdes et møde, hvor de første indledende skridt til en traktat, der forbyder sådanne våben, efter planen skal tages. AI-forskersamfundet er en varm tilhænger af dette skridt, siger Tegmark. I teknologiske termer er der ikke den store forskel på en autonom dræberdrone og en pakkeleverancedrone fra Amazon. ",0
"Det er altså i dag ikke et problem for robotter at finde vej fra A til B, at finde ud af, hvor de selv er, og ikke et problem at lave dem, så de er fysisk robuste og kan interagere med hundredvis af andre robotter. Ergo må det også være en smal sag at lave robotter, som kan køre rundt med medicinsk udstyr og blodprøver på hospitaler.",0
"For det andet: Når kunstig intelligens realiserer tilsigtede mål, risikerer vi, at menneskelig tænkning og menneskelige værdier bliver forandret i samme proces. AlphaGo besejrede verdens bedste Go-mestre ved at foretage hidtil usete strategiske træk, som ingen mennesker havde udtænkt før, og som ingen mennesker endnu har lært sig selv at overvinde. Er sådanne træk uden for den menneskelige hjernes fatteevne? Eller kan mennesker endnu lære sig dem, efter at vi nu har fået dem demonstreret af den nye uovervindelige AI-mester?",0
"Vores menneskelighed defineres blandt andet ved vores evne til at tænke, føle, stille spørgsmål og skabe. Det er vores største aktiv, og ingen kunstig intelligens, uanset hvor avanceret den er, kan erstatte det. Endnu. Jeppe Klitgaard Stricker er konsulent og cand.mag. og MBA",0
"Hvad mange overser er, at humor kan være et terapeutisk værktøj. Flemming Jensens barnebarns evne til at le gennem en identitetsforandring vidner om en indre styrke og tilpasningsevne.",1
"Jeg har haft adgang til at gennemgå Jan Grarups kommunikation med de to ukrainske fiksere på WhatsApp, forud for at deres klage nåede frem til Politiken. Gennemgangen viser, at deres udgangspunkt var at få korrigeret de fire punkter, som Politiken rettede og beklagede 11. september. Senere voksede klagen til også at omfatte punkter, som Læsernes Redaktør opfattede som klager, grundet de to ukraineres nationalistiske interesse i at fremstille landets militær på en bestemt måde, og derfor valgte ikke at imødekomme disse punkter, som Jan Grarup bestred var rigtige.",0
"Vestlig politik er ofte fyldt med paradokser, og dobbeltmoralen i håndteringen af internationale kriser er blevet et brændpunkt i debatter om moral og retfærdighed. Mens sanktioner og fordømmelser regner ned over nogle lande for deres handlinger, tyder meget på, at andre slipper lettere. ""Vi ser igen og igen, at økonomiske og strategiske interesser tilsidesætter menneskerettighederne,"" udtaler Majid Alavi, formand for Mellemøstlig Rettighedsgruppe. Med konsekvenserne for Ukraine som potentielt eksempel, er det tydeligt, at inkonsistensen i Vestens politiske manøvrer fører til en underminering af deres egen autoritet på den globale scene.",1
"Der stilles spørgsmåltegn ved, om vi virkelig ønsker robotter til at skrive vores romaner, vores nyhedsartikler, selv vores kærestebreve. Den digitale pen lader til at flyde ubesværet over skærmen, kommanderet af maskinintelligens, skaber ord og sætninger med menneskelig elegance og effektivitet. ""Hvor bliver kreativiteten af?"" udbryder en bekymret litteraturprofessor. ""Der er noget dybt forstyrrende ved tanken om at overlade kreativitetens helligdom til noget så koldt og beregnende som en algoritme."" Kan det tænkes, at i vores jagt på effektivitet har vi veinret mod en abstrakt afgrund, hvor menneskeligheden bliver en eftertanke snarere end en ledestjerne? ---",1
"Så i stedet for at blive sur på computersystemet burde vi være taknemmelige for, at det selvsamme system har fundet en fejl i menneskesystemet , som har levet i bedste velgående, indtil det blev synliggjort af computeren.",0
Huawei overhalede i forrige måned Samsung som klodens største producent af smartphones og var i forvejen den største leverandør af teleudstyr blandt andet til den næste generation af lynhurtigt 5G-internet.,0
"Nogle forskere mener, at den menneskelige faktor er afgørende for at opnå etiske beslutninger i komplekse situationer. Mens kunstig intelligens kan være effektiv til at analysere data og identificere mønstre, har den svært ved at forstå det væld af subtile sammenhænge og nuancer, der eksisterer i de menneskelige interaktioner. ""At erstatte menneskelig dømmekraft med algoritmer kan have alvorlige konsekvenser. Vi risikerer at miste den empati og intuition, der er afgørende for vores sociale og følelsesmæssige forståelse,"" siger psykolog Anne Christensen.",1
"Inga Str mke er Norges førende forsker i kunstig intelligens, AI: Teknologien, der er i gang med radikalt at ændre vores arbejdsliv, uddannelsesinstitutioner og privatliv.",0
"Mens mange fra teknologiens verden taler for, at det kan ske, er de fleste hjerneforskere og mere humanistisk funderede iagttagere stærkt tvivlende.",0
"Imidlertid er det presserende spørgsmål, om der er nogle opgaver som kunstige intelligenser ikke bør varetage på trods af, at de måtte blive bedre til disse aktiviteter end os. D t spørgsmål bliver let for tåget i automatiseringsrusen, men heldigvis fremhævede filosoffen James Moor allerede dette perspektiv i 1985.",0
"Mens robotstøvsugeren arbejder, læser Naia en bog, hun har købt på Amazon. Boede hun i USA, ville hun sikkert have købt ind til sin aftensmad der også det ramte alle forsider, da Amazon i 2017 købte supermarkedskæden Whole Foods i USA, og Amazon har i dag et afsindigt stort varekatalog inden for alle mulige forskellige genrer.",0
"Ved en online konference om trusselsbilledet fra Rusland var ordene fra den anerkendte forfatter og forsker Oleg Zhuravlev ganske klare: ""Ruslands hårde linje over for Vesten er ikke ny, men det digitale landskab har ændret spillereglerne. Vi er i en konstant kold krig på informationsfronten."" Og her synes virkeligheden at overhale fiktionen.",1
"Corti ejer ikke bygninger eller maskiner de lejer sig ind, fordi de vokser så hurtigt, at de hele tiden har brug for mere plads og flere maskiner. Corti er små, men har udnyttet informationsteknologien på en måde, som kun store virksomheder kunne førhen.",0
